away_3PM,away_FGA,away_FGM,away_FTA,away_FTM,away_abbreviation,away_away_records,away_display_name,away_home_records,away_score,away_total_records,date,home_3PM,home_FGA,home_FGM,home_FTA,home_FTM,home_abbreviation,home_away_records,home_display_name,home_home_records,home_score,home_total_records,id,regular_total_score,season_type,season_year,series_summary,status_period
10,87,34,21,16,TOR,13-12,Toronto Raptors,17-9,94,30-21,2017-02-04T00:00Z,5,80,37,32,23,ORL,11-16,Orlando Magic,9-16,102,20-32,400900151,196.0,2,2017,,4
8,86,37,31,24,IND,9-16,Indiana Pacers,18-6,106,27-22,2017-02-04T00:30Z,11,86,32,23,22,BKN,2-22,Brooklyn Nets,7-19,97,9-41,400900152,203.0,2,2017,,4
5,89,44,19,15,MIN,7-17,Minnesota Timberwolves,12-14,108,19-31,2017-02-04T00:30Z,11,98,44,22,17,DET,9-17,Detroit Pistons,14-10,116,23-27,400900153,224.0,2,2017,,4
8,100,48,18,13,CHI,10-15,Chicago Bulls,15-11,117,25-26,2017-02-04T01:00Z,16,98,44,25,17,HOU,18-11,Houston Rockets,19-6,121,37-17,400900154,216.0,2,2017,,5
3,83,40,22,19,MEM,14-13,Memphis Grizzlies,16-9,102,30-22,2017-02-04T01:00Z,13,80,38,33,25,OKC,12-15,Oklahoma City Thunder,17-7,114,29-22,400900155,216.0,2,2017,,4
14,94,37,26,19,LAL,5-23,Los Angeles Lakers,12-13,107,17-36,2017-02-04T01:00Z,13,82,39,28,22,BOS,14-10,Boston Celtics,18-8,113,32-18,400900156,220.0,2,2017,,4
9,83,45,23,18,MIL,8-16,Milwaukee Bucks,13-12,117,21-28,2017-02-04T02:00Z,9,89,40,44,32,DEN,9-15,Denver Nuggets,13-12,121,22-27,400900157,238.0,2,2017,,4
12,77,32,35,29,PHX,8-18,Phoenix Suns,8-16,105,16-34,2017-02-04T03:30Z,10,85,38,22,17,SAC,11-17,Sacramento Kings,8-14,103,19-31,400900158,208.0,2,2017,,4
17,76,36,23,19,DAL,8-18,Dallas Mavericks,12-12,108,20-30,2017-02-04T03:30Z,9,88,40,20,15,POR,8-18,Portland Trail Blazers,14-11,104,22-29,400900159,212.0,2,2017,,4
5,84,37,22,12,NO,6-18,New Orleans Pelicans,13-14,91,19-32,2017-02-05T00:00Z,10,83,38,22,19,WSH,8-14,Washington Wizards,22-6,105,30-20,400900160,196.0,2,2017,,4
7,78,27,28,25,ORL,11-17,Orlando Magic,9-16,86,20-33,2017-02-05T00:00Z,10,78,41,27,21,ATL,15-11,Atlanta Hawks,15-10,113,30-21,400900161,199.0,2,2017,,4
6,75,31,20,16,DET,9-18,Detroit Pistons,14-10,84,23-28,2017-02-05T00:00Z,7,91,44,15,10,IND,9-16,Indiana Pacers,19-6,105,28-22,400900162,189.0,2,2017,,4
6,84,35,31,26,PHI,6-17,Philadelphia 76ers,12-15,102,18-32,2017-02-05T00:30Z,12,82,48,23,17,MIA,8-17,Miami Heat,13-13,125,21-30,400900163,227.0,2,2017,,4
16,84,41,18,13,CLE,12-10,Cleveland Cavaliers,22-5,111,34-15,2017-02-05T01:30Z,12,86,39,28,14,NY,9-18,New York Knicks,13-12,104,22-30,400900164,215.0,2,2017,,4
13,82,35,18,15,CHA,8-18,Charlotte Hornets,15-10,98,23-28,2017-02-05T02:00Z,13,81,38,24,16,UTAH,13-10,Utah Jazz,19-9,105,32-19,400900165,203.0,2,2017,,4
7,82,52,35,26,MIL,9-16,Milwaukee Bucks,13-12,137,22-28,2017-02-05T02:00Z,11,91,38,30,25,PHX,8-18,Phoenix Suns,8-17,112,16-35,400900166,249.0,2,2017,,4
10,92,41,10,5,DEN,9-16,Denver Nuggets,13-12,97,22-28,2017-02-05T02:00Z,10,79,45,26,21,SA,20-5,San Antonio Spurs,19-6,121,39-11,400900167,218.0,2,2017,,4
10,77,32,39,33,MEM,15-13,Memphis Grizzlies,16-9,107,31-22,2017-02-05T02:00Z,10,84,35,24,19,MIN,7-17,Minnesota Timberwolves,12-15,99,19-32,400900168,206.0,2,2017,,4
15,87,36,24,19,GS,21-5,Golden State Warriors,22-3,106,43-8,2017-02-05T03:30Z,7,88,43,19,16,SAC,11-17,Sacramento Kings,9-14,109,20-31,400900169,196.0,2,2017,,5
5,87,40,20,18,TOR,14-12,Toronto Raptors,17-9,103,31-21,2017-02-05T17:00Z,13,76,32,21,18,BKN,2-22,Brooklyn Nets,7-20,95,9-42,400900170,198.0,2,2017,,4
10,84,35,28,22,LAC,14-12,LA Clippers,17-8,102,31-20,2017-02-05T19:00Z,16,88,37,20,17,BOS,14-10,Boston Celtics,19-8,107,33-18,400900171,209.0,2,2017,,4
10,87,35,21,19,POR,8-19,Portland Trail Blazers,14-11,99,22-30,2017-02-05T20:00Z,4,98,40,28,21,OKC,12-15,Oklahoma City Thunder,18-7,105,30-22,400900172,204.0,2,2017,,4
8,102,44,31,25,LAL,6-23,Los Angeles Lakers,12-13,121,18-36,2017-02-07T00:00Z,7,82,37,33,26,NY,9-18,New York Knicks,13-13,107,22-31,400900173,228.0,2,2017,,4
19,92,49,28,23,CLE,13-10,Cleveland Cavaliers,22-5,140,35-15,2017-02-07T00:00Z,12,99,50,26,23,WSH,8-14,Washington Wizards,22-7,135,30-21,400900174,240.0,2,2017,,5
7,88,34,21,15,OKC,12-16,Oklahoma City Thunder,18-7,90,30-23,2017-02-07T00:00Z,8,87,33,29,19,IND,9-16,Indiana Pacers,20-6,93,29-22,400900175,183.0,2,2017,,4
13,90,42,18,12,LAC,14-13,LA Clippers,17-8,109,31-21,2017-02-07T00:30Z,10,84,41,29,26,TOR,14-12,Toronto Raptors,18-9,118,32-21,400900176,227.0,2,2017,,4
10,80,49,18,12,UTAH,14-10,Utah Jazz,19-9,120,33-19,2017-02-07T00:30Z,6,74,33,32,23,ATL,15-11,Atlanta Hawks,15-11,95,30-22,400900177,215.0,2,2017,,4
5,85,36,28,19,PHI,6-18,Philadelphia 76ers,12-15,96,18-33,2017-02-07T00:30Z,5,99,46,17,16,DET,9-18,Detroit Pistons,15-10,113,24-28,400900178,209.0,2,2017,,4
5,93,40,25,21,PHX,8-19,Phoenix Suns,8-17,106,16-36,2017-02-07T01:00Z,9,92,42,22,18,NO,6-18,New Orleans Pelicans,14-14,111,20-32,400900179,217.0,2,2017,,4
15,86,45,14,10,MIA,9-17,Miami Heat,13-13,115,22-30,2017-02-07T01:00Z,5,80,43,28,22,MIN,7-17,Minnesota Timberwolves,12-16,113,19-33,400900180,228.0,2,2017,,4
8,79,34,17,11,DAL,8-19,Dallas Mavericks,12-12,87,20-31,2017-02-07T02:00Z,11,84,42,16,15,DEN,9-16,Denver Nuggets,14-12,110,23-28,400900181,197.0,2,2017,,4
4,82,30,18,10,SA,20-6,San Antonio Spurs,19-6,74,39-12,2017-02-07T02:30Z,4,81,32,25,21,MEM,15-13,Memphis Grizzlies,17-9,89,32-22,400900182,163.0,2,2017,,4
6,81,43,31,20,CHI,11-15,Chicago Bulls,15-11,112,26-26,2017-02-07T03:30Z,11,79,41,16,14,SAC,11-17,Sacramento Kings,9-15,107,20-32,400900183,219.0,2,2017,,4
12,86,39,21,17,BKN,2-23,Brooklyn Nets,7-20,107,9-43,2017-02-08T00:00Z,7,102,40,29,24,CHA,8-18,Charlotte Hornets,16-10,111,24-28,400900184,218.0,2,2017,,4
6,88,42,20,14,ORL,11-18,Orlando Magic,9-16,104,20-34,2017-02-08T01:00Z,16,89,44,36,24,HOU,18-11,Houston Rockets,20-6,128,38-17,400900185,232.0,2,2017,,4
11,86,42,24,19,POR,9-19,Portland Trail Blazers,14-11,114,23-30,2017-02-08T01:30Z,12,75,37,32,27,DAL,8-19,Dallas Mavericks,12-13,113,20-32,400900186,227.0,2,2017,,4
11,74,39,25,22,SA,21-6,San Antonio Spurs,19-6,111,40-12,2017-02-09T00:00Z,13,84,34,29,22,PHI,6-18,Philadelphia 76ers,12-16,103,18-34,400900187,214.0,2,2017,,4
16,84,46,26,24,CLE,14-10,Cleveland Cavaliers,22-5,132,36-15,2017-02-09T00:00Z,13,82,41,26,22,IND,9-16,Indiana Pacers,20-7,117,29-23,400900188,249.0,2,2017,,4
9,97,40,33,25,WSH,9-14,Washington Wizards,22-7,114,31-21,2017-02-09T00:30Z,9,91,38,36,25,BKN,2-23,Brooklyn Nets,7-21,110,9-44,400900189,200.0,2,2017,,5
13,100,40,21,13,DEN,9-17,Denver Nuggets,14-12,106,23-29,2017-02-09T00:30Z,8,93,47,18,15,ATL,15-11,Atlanta Hawks,16-11,117,31-22,400900190,223.0,2,2017,,4
6,86,37,26,22,LAL,6-24,Los Angeles Lakers,12-13,102,18-37,2017-02-09T00:30Z,4,97,51,24,15,DET,9-18,Detroit Pistons,16-10,121,25-28,400900191,223.0,2,2017,,4
11,86,41,18,13,MIA,10-17,Miami Heat,13-13,106,23-30,2017-02-09T01:00Z,6,71,33,28,16,MIL,9-16,Milwaukee Bucks,13-13,88,22-29,400900192,194.0,2,2017,,4
5,87,29,34,28,PHX,8-20,Phoenix Suns,8-17,91,16-37,2017-02-09T01:00Z,14,72,35,34,26,MEM,15-13,Memphis Grizzlies,18-9,110,33-22,400900193,201.0,2,2017,,4
14,88,48,21,17,UTAH,15-10,Utah Jazz,19-9,127,34-19,2017-02-09T01:00Z,5,77,35,25,19,NO,6-18,New Orleans Pelicans,14-15,94,20-33,400900194,221.0,2,2017,,4
11,79,42,20,14,TOR,14-13,Toronto Raptors,18-9,109,32-22,2017-02-09T01:00Z,7,80,39,30,27,MIN,7-17,Minnesota Timberwolves,13-16,112,20-33,400900195,221.0,2,2017,,4
10,92,45,28,19,LAC,15-13,LA Clippers,17-8,119,32-21,2017-02-09T01:00Z,8,92,46,18,15,NY,9-18,New York Knicks,13-14,115,22-32,400900196,234.0,2,2017,,4
4,92,37,19,14,CHI,11-16,Chicago Bulls,15-11,92,26-27,2017-02-09T03:30Z,15,85,48,13,12,GS,21-5,Golden State Warriors,23-3,123,44-8,400900197,215.0,2,2017,,4
10,73,29,27,24,BOS,14-11,Boston Celtics,19-8,92,33-19,2017-02-09T03:30Z,10,84,42,15,14,SAC,11-17,Sacramento Kings,10-15,108,21-32,400900198,200.0,2,2017,,4
13,87,39,20,16,HOU,19-11,Houston Rockets,20-6,107,39-17,2017-02-10T00:00Z,8,85,37,14,13,CHA,8-18,Charlotte Hornets,16-11,95,24-29,400900199,202.0,2,2017,,4
11,95,40,27,21,PHI,7-18,Philadelphia 76ers,12-16,112,19-34,2017-02-10T00:00Z,10,84,41,24,19,ORL,11-18,Orlando Magic,9-17,111,20-35,400900200,223.0,2,2017,,4
10,79,38,30,23,CLE,14-11,Cleveland Cavaliers,22-5,109,36-16,2017-02-10T01:00Z,8,106,50,13,10,OKC,12-16,Oklahoma City Thunder,19-7,118,31-23,400900201,227.0,2,2017,,4
13,85,39,17,14,UTAH,15-11,Utah Jazz,19-9,105,34-20,2017-02-10T01:30Z,5,87,44,25,19,DAL,8-19,Dallas Mavericks,13-13,112,21-32,400900202,200.0,2,2017,,5
10,91,44,27,22,BOS,15-11,Boston Celtics,19-8,120,34-19,2017-02-10T03:30Z,9,77,39,31,24,POR,9-19,Portland Trail Blazers,14-12,111,23-31,400900203,231.0,2,2017,,4
7,92,41,21,19,MIA,11-17,Miami Heat,13-13,108,24-30,2017-02-11T00:30Z,8,81,35,28,21,BKN,2-23,Brooklyn Nets,7-22,99,9-45,400900204,207.0,2,2017,,4
16,95,54,10,7,DEN,10-17,Denver Nuggets,14-12,131,24-29,2017-02-11T00:30Z,16,93,52,5,3,NY,9-18,New York Knicks,13-15,123,22-33,400900205,254.0,2,2017,,4
9,82,41,15,12,SA,22-6,San Antonio Spurs,19-6,103,41-12,2017-02-11T00:30Z,5,92,39,13,9,DET,9-18,Detroit Pistons,16-11,92,25-29,400900206,195.0,2,2017,,4
15,75,39,35,29,LAL,7-24,Los Angeles Lakers,12-13,122,19-37,2017-02-11T01:00Z,8,76,40,31,26,MIL,9-16,Milwaukee Bucks,13-14,114,22-30,400900207,236.0,2,2017,,4
15,77,39,38,29,GS,22-5,Golden State Warriors,23-3,122,45-8,2017-02-11T01:00Z,9,87,34,37,30,MEM,15-13,Memphis Grizzlies,18-10,107,33-23,400900208,229.0,2,2017,,4
12,75,45,27,20,NO,7-18,New Orleans Pelicans,14-15,122,21-33,2017-02-11T01:00Z,6,82,38,32,24,MIN,7-17,Minnesota Timberwolves,13-17,106,20-34,400900209,228.0,2,2017,,4
4,92,45,15,13,IND,9-17,Indiana Pacers,20-7,107,29-24,2017-02-11T01:00Z,10,88,41,30,20,WSH,9-14,Washington Wizards,23-7,112,32-21,400900210,219.0,2,2017,,4
11,71,36,31,24,ATL,15-12,Atlanta Hawks,16-11,107,31-23,2017-02-11T03:30Z,18,80,38,21,14,SAC,11-17,Sacramento Kings,11-15,108,22-32,400900211,215.0,2,2017,,4
5,86,37,22,18,CHI,11-17,Chicago Bulls,15-11,97,26-28,2017-02-11T03:30Z,8,95,48,13,11,PHX,8-20,Phoenix Suns,9-17,115,17-37,400900212,212.0,2,2017,,4
14,85,40,20,13,LAC,16-13,LA Clippers,17-8,107,33-21,2017-02-11T22:00Z,13,85,37,20,15,CHA,8-18,Charlotte Hornets,16-12,102,24-30,400900213,209.0,2,2017,,4
17,73,35,37,29,MIL,10-16,Milwaukee Bucks,13-14,116,23-30,2017-02-12T00:00Z,10,73,35,24,20,IND,9-17,Indiana Pacers,20-8,100,29-25,400900214,216.0,2,2017,,4
7,85,39,28,24,MIA,11-18,Miami Heat,13-13,109,24-31,2017-02-12T00:30Z,9,86,39,38,30,PHI,7-18,Philadelphia 76ers,13-16,117,20-34,400900215,226.0,2,2017,,4
12,97,39,22,19,DEN,10-18,Denver Nuggets,14-12,109,24-30,2017-02-12T00:30Z,15,84,46,22,18,CLE,14-11,Cleveland Cavaliers,23-5,125,37-16,400900216,234.0,2,2017,,4
13,87,46,35,25,GS,23-5,Golden State Warriors,23-3,130,46-8,2017-02-12T01:30Z,6,83,40,36,28,OKC,12-16,Oklahoma City Thunder,19-8,114,31-24,400900218,244.0,2,2017,,4
8,94,37,26,20,PHX,8-21,Phoenix Suns,9-17,102,17-38,2017-02-12T02:00Z,18,85,42,39,31,HOU,19-11,Houston Rockets,21-6,133,40-17,400900217,235.0,2,2017,,4
3,82,32,18,13,ORL,11-19,Orlando Magic,9-17,80,20-36,2017-02-12T02:00Z,17,91,45,6,5,DAL,8-19,Dallas Mavericks,14-13,112,22-32,400900219,192.0,2,2017,,4
13,71,42,23,15,BOS,16-11,Boston Celtics,19-8,112,35-19,2017-02-12T03:00Z,8,86,35,30,26,UTAH,15-11,Utah Jazz,19-10,104,34-21,400900220,216.0,2,2017,,4
10,84,35,13,9,CHI,11-18,Chicago Bulls,15-11,89,26-29,2017-02-12T20:30Z,6,81,44,26,23,MIN,7-17,Minnesota Timberwolves,14-17,117,21-34,400900221,206.0,2,2017,,4
6,91,33,22,18,SA,22-7,San Antonio Spurs,19-6,90,41-13,2017-02-12T20:30Z,9,68,34,21,17,NY,9-18,New York Knicks,14-15,94,23-33,400900222,184.0,2,2017,,4
8,84,36,29,22,DET,10-18,Detroit Pistons,16-11,102,26-29,2017-02-12T23:00Z,8,75,38,25,17,TOR,14-13,Toronto Raptors,18-10,101,32-23,400900223,203.0,2,2017,,4
13,82,34,21,18,NO,7-19,New Orleans Pelicans,14-15,99,21-34,2017-02-13T02:00Z,11,78,35,27,24,SAC,11-17,Sacramento Kings,12-15,105,23-32,400900224,204.0,2,2017,,4
12,86,41,17,11,PHI,8-18,Philadelphia 76ers,13-16,105,21-34,2017-02-14T00:00Z,11,78,34,26,20,CHA,8-18,Charlotte Hornets,16-13,99,24-31,400900226,204.0,2,2017,,4
7,87,40,27,23,SA,23-7,San Antonio Spurs,19-6,110,42-13,2017-02-14T00:00Z,9,78,38,30,21,IND,9-17,Indiana Pacers,20-9,106,29-26,400900230,216.0,2,2017,,4
9,77,39,27,25,MEM,16-13,Memphis Grizzlies,18-10,112,34-23,2017-02-14T00:30Z,12,82,38,18,15,BKN,2-23,Brooklyn Nets,7-23,103,9-46,400900227,215.0,2,2017,,4
8,90,44,29,20,ORL,12-19,Orlando Magic,9-17,116,21-36,2017-02-14T00:30Z,6,83,39,27,23,MIA,11-18,Miami Heat,13-14,107,24-32,400900228,223.0,2,2017,,4
7,96,34,30,23,OKC,12-17,Oklahoma City Thunder,19-8,98,31-25,2017-02-14T01:00Z,13,73,42,28,23,WSH,9-14,Washington Wizards,24-7,120,33-21,400900225,218.0,2,2017,,4
7,78,34,19,14,DET,10-19,Detroit Pistons,16-11,89,26-30,2017-02-14T01:00Z,6,79,40,16,16,MIL,10-16,Milwaukee Bucks,14-14,102,24-30,400900229,191.0,2,2017,,4
16,81,40,18,15,BOS,17-11,Boston Celtics,19-8,111,36-19,2017-02-14T01:30Z,9,77,35,25,19,DAL,8-19,Dallas Mavericks,14-14,98,22-33,400900231,209.0,2,2017,,4
8,92,45,13,12,GS,23-6,Golden State Warriors,23-3,110,46-9,2017-02-14T02:00Z,24,88,48,16,12,DEN,10-18,Denver Nuggets,15-12,132,25-30,400900232,242.0,2,2017,,4
9,81,36,11,7,LAC,17-13,LA Clippers,17-8,88,34-21,2017-02-14T02:00Z,4,87,28,18,12,UTAH,15-11,Utah Jazz,19-11,72,34-22,400900233,160.0,2,2017,,4
8,78,37,35,28,NO,8-19,New Orleans Pelicans,14-15,110,22-34,2017-02-14T02:00Z,8,93,40,24,20,PHX,8-21,Phoenix Suns,9-18,108,17-39,400900234,218.0,2,2017,,4
8,83,32,48,37,ATL,16-12,Atlanta Hawks,16-11,109,32-23,2017-02-14T03:30Z,16,103,37,25,14,POR,9-19,Portland Trail Blazers,14-13,104,23-32,400900235,194.0,2,2017,,5
5,77,35,24,19,TOR,14-14,Toronto Raptors,18-10,94,32-24,2017-02-15T01:00Z,7,73,35,35,28,CHI,11-18,Chicago Bulls,16-11,105,27-29,400900236,199.0,2,2017,,4
13,86,44,22,15,CLE,15-11,Cleveland Cavaliers,23-5,116,38-16,2017-02-15T01:00Z,9,86,42,19,15,MIN,7-17,Minnesota Timberwolves,14-18,108,21-35,400900237,224.0,2,2017,,4
7,73,36,25,18,SAC,12-17,Sacramento Kings,12-15,97,24-32,2017-02-15T03:30Z,12,83,38,15,8,LAL,7-24,Los Angeles Lakers,12-14,96,19-38,400900239,193.0,2,2017,,4
8,89,42,19,15,SA,24-7,San Antonio Spurs,19-6,107,43-13,2017-02-16T00:00Z,4,76,30,19,15,ORL,12-19,Orlando Magic,9-18,79,21-37,400900240,186.0,2,2017,,4
12,86,40,14,12,IND,9-18,Indiana Pacers,20-9,104,29-27,2017-02-16T00:00Z,18,82,39,19,17,CLE,15-11,Cleveland Cavaliers,24-5,113,39-16,400900241,217.0,2,2017,,4
8,93,44,18,12,PHI,8-19,Philadelphia 76ers,13-16,108,21-35,2017-02-16T00:30Z,13,80,38,36,27,BOS,17-11,Boston Celtics,20-8,116,37-19,400900242,224.0,2,2017,,4
13,76,32,9,8,CHA,8-19,Charlotte Hornets,16-13,85,24-32,2017-02-16T00:30Z,12,84,32,19,14,TOR,14-14,Toronto Raptors,19-10,90,33-24,400900243,175.0,2,2017,,4
7,88,50,32,22,MIL,11-16,Milwaukee Bucks,14-14,129,25-30,2017-02-16T00:30Z,14,88,46,23,19,BKN,2-23,Brooklyn Nets,7-24,125,9-47,400900244,254.0,2,2017,,4
10,92,35,11,11,DAL,8-20,Dallas Mavericks,14-14,91,22-34,2017-02-16T00:30Z,6,82,36,22,20,DET,10-19,Detroit Pistons,17-11,98,27-30,400900245,189.0,2,2017,,4
8,75,37,22,13,NO,9-19,New Orleans Pelicans,14-15,95,23-34,2017-02-16T01:00Z,6,89,33,25,19,MEM,16-13,Memphis Grizzlies,18-11,91,34-24,400900246,186.0,2,2017,,4
13,84,44,24,16,MIA,12-18,Miami Heat,13-14,117,25-32,2017-02-16T01:00Z,13,87,36,31,24,HOU,19-11,Houston Rockets,21-7,109,40-18,400900247,226.0,2,2017,,4
6,86,41,28,24,MIN,8-17,Minnesota Timberwolves,14-18,112,22-35,2017-02-16T02:00Z,11,94,38,18,12,DEN,10-18,Denver Nuggets,15-13,99,25-31,400900248,211.0,2,2017,,4
9,79,32,20,15,POR,9-20,Portland Trail Blazers,14-13,88,23-33,2017-02-16T02:00Z,11,81,42,23,16,UTAH,15-11,Utah Jazz,20-11,111,35-22,400900249,199.0,2,2017,,4
9,93,35,28,22,LAL,7-25,Los Angeles Lakers,12-14,101,19-39,2017-02-16T02:00Z,10,88,49,34,29,PHX,8-21,Phoenix Suns,10-18,137,18-39,400900250,238.0,2,2017,,4
11,86,41,14,12,NY,9-19,New York Knicks,14-15,105,23-34,2017-02-16T02:30Z,12,88,41,31,22,OKC,12-17,Oklahoma City Thunder,20-8,116,32-25,400900251,221.0,2,2017,,4
7,79,32,19,13,ATL,16-13,Atlanta Hawks,16-11,84,32-24,2017-02-16T03:30Z,14,79,37,12,11,LAC,17-13,LA Clippers,18-8,99,35-21,400900252,183.0,2,2017,,4
7,89,33,17,13,SAC,12-18,Sacramento Kings,12-15,86,24-33,2017-02-16T03:30Z,13,84,41,21,14,GS,23-6,Golden State Warriors,24-3,109,47-9,400900253,195.0,2,2017,,4
15,83,43,15,10,WSH,10-14,Washington Wizards,24-7,111,34-21,2017-02-17T00:00Z,4,80,40,18,14,IND,9-18,Indiana Pacers,20-10,98,29-28,400900254,209.0,2,2017,,4
14,77,36,20,17,BOS,17-12,Boston Celtics,20-8,103,37-20,2017-02-17T01:00Z,6,90,38,22,22,CHI,11-18,Chicago Bulls,17-11,104,28-29,400900255,207.0,2,2017,,4
22,137,78,4,4,EAST,,Eastern Conf All-Stars,,182,,2017-02-20T01:00Z,21,143,84,4,3,WEST,,Western Conf All-Stars,,192,,400935635,374.0,2,2017,,4
9,81,41,27,21,POR,10-20,Portland Trail Blazers,14-13,112,24-33,2017-02-24T00:00Z,7,86,34,39,28,ORL,12-19,Orlando Magic,9-19,103,21-38,400900256,215.0,2,2017,,4
7,92,38,26,25,CHA,8-20,Charlotte Hornets,16-13,108,24-33,2017-02-24T00:30Z,15,107,44,12,11,DET,10-19,Detroit Pistons,18-11,114,28-30,400900257,200.0,2,2017,,5
20,91,45,24,19,HOU,20-11,Houston Rockets,21-7,129,41-18,2017-02-24T01:00Z,6,86,36,26,21,NO,9-19,New Orleans Pelicans,14-16,99,23-35,400900258,228.0,2,2017,,4
8,101,42,17,12,NY,9-20,New York Knicks,14-15,104,23-35,2017-02-24T01:00Z,15,87,46,15,12,CLE,15-11,Cleveland Cavaliers,25-5,119,40-16,400900259,223.0,2,2017,,4
11,93,38,37,26,LAC,17-14,LA Clippers,18-8,113,35-22,2017-02-24T03:30Z,13,81,43,26,24,GS,23-6,Golden State Warriors,25-3,123,48-9,400900260,236.0,2,2017,,4
12,88,39,14,10,DEN,10-19,Denver Nuggets,15-13,100,25-32,2017-02-24T03:30Z,7,88,46,19,17,SAC,12-18,Sacramento Kings,13-15,116,25-33,400900261,216.0,2,2017,,4
5,90,38,40,31,WSH,10-15,Washington Wizards,24-7,112,34-22,2017-02-25T00:00Z,10,87,43,30,24,PHI,8-19,Philadelphia 76ers,14-16,120,22-35,400900262,232.0,2,2017,,4
9,84,35,23,13,MEM,16-14,Memphis Grizzlies,18-11,92,34-25,2017-02-25T00:00Z,11,78,40,11,11,IND,9-18,Indiana Pacers,21-10,102,30-28,400900263,194.0,2,2017,,4
12,78,33,22,19,BOS,17-13,Boston Celtics,20-8,97,37-21,2017-02-25T01:00Z,5,81,40,29,22,TOR,14-14,Toronto Raptors,20-10,107,34-24,400900264,204.0,2,2017,,4
8,93,49,25,15,PHX,8-22,Phoenix Suns,10-18,121,18-40,2017-02-25T01:00Z,12,98,46,31,24,CHI,11-18,Chicago Bulls,18-11,128,29-29,400900265,216.0,2,2017,,5
8,74,37,30,27,UTAH,16-11,Utah Jazz,20-11,109,36-22,2017-02-25T01:00Z,7,74,32,29,24,MIL,11-16,Milwaukee Bucks,14-15,95,25-31,400900266,204.0,2,2017,,4
